combo_idx,band_indices_1based,band_names,macro_f1,recall_cls_1,recall_cls_2,recall_cls_3,recall_cls_4,n_samples
174,"1,2,5,6,11","bu,building_density,glcm_homogeneity,lst,proximity_resto",0.574792961,0.583333333,0.461538462,0.5,0.769230769,159
1450,"2,6,10,14,15","building_density,lst,proximity_park,proximity_transport,dem",0.574587706,0.5,0.538461538,0.5,0.769230769,159
1473,"2,6,12,13,16","building_density,lst,proximity_road,proximity_thirdspace,land_cover",0.574587706,0.416666667,0.538461538,0.6,0.769230769,159
429,"1,2,11,13,17","bu,building_density,proximity_resto,proximity_thirdspace,ntl",0.574427072,0.666666667,0.615384615,0.3,0.692307692,159
822,"2,4,5,6,9","building_density,glcm_entropy,glcm_homogeneity,lst,ndvi",0.574294671,0.666666667,0.461538462,0.4,0.769230769,159
911,"2,4,6,9,16","building_density,glcm_entropy,lst,ndvi,land_cover",0.574294671,0.666666667,0.461538462,0.4,0.769230769,159
1131,"2,5,6,9,16","building_density,glcm_homogeneity,lst,ndvi,land_cover",0.574294671,0.666666667,0.461538462,0.4,0.769230769,159
326,"1,2,7,13,14","bu,building_density,mndwi,proximity_thirdspace,proximity_transport",0.573887164,0.5,0.538461538,0.5,0.769230769,159
1645,"2,8,10,12,13","building_density,ndbi,proximity_park,proximity_road,proximity_thirdspace",0.573844488,0.416666667,0.615384615,0.5,0.769230769,159
1529,"2,7,9,10,13","building_density,mndwi,ndvi,proximity_park,proximity_thirdspace",0.573801199,0.666666667,0.384615385,0.5,0.769230769,159
826,"2,4,5,6,13","building_density,glcm_entropy,glcm_homogeneity,lst,proximity_thirdspace",0.573651349,0.666666667,0.538461538,0.4,0.692307692,159
1474,"2,6,12,13,17","building_density,lst,proximity_road,proximity_thirdspace,ntl",0.573607933,0.416666667,0.615384615,0.5,0.769230769,159
474,"2,3,4,6,13","building_density,glcm_contrast,glcm_entropy,lst,proximity_thirdspace",0.573214286,0.583333333,0.615384615,0.4,0.692307692,159
239,"1,2,6,7,11","bu,building_density,lst,mndwi,proximity_resto",0.573186105,0.5,0.461538462,0.5,0.846153846,159
1159,"2,5,6,15,17","building_density,glcm_homogeneity,lst,dem,ntl",0.572692182,0.416666667,0.615384615,0.5,0.769230769,159
284,"1,2,6,13,17","bu,building_density,lst,proximity_thirdspace,ntl",0.572686734,0.75,0.538461538,0.4,0.615384615,159
740,"2,3,9,10,15","building_density,glcm_contrast,ndvi,proximity_park,dem",0.572646476,0.666666667,0.615384615,0.3,0.692307692,159
1246,"2,5,9,10,15","building_density,glcm_homogeneity,ndvi,proximity_park,dem",0.572646476,0.666666667,0.615384615,0.3,0.692307692,159
1760,"2,10,11,14,15","building_density,proximity_park,proximity_resto,proximity_transport,dem",0.572337662,0.5,0.615384615,0.4,0.769230769,159
437,"1,2,12,13,15","bu,building_density,proximity_road,proximity_thirdspace,dem",0.572264692,0.666666667,0.615384615,0.3,0.692307692,159
398,"1,2,9,15,17","bu,building_density,ndvi,dem,ntl",0.572201399,0.75,0.384615385,0.4,0.769230769,159
1574,"2,7,10,15,17","building_density,mndwi,proximity_park,dem,ntl",0.572075569,0.5,0.538461538,0.4,0.846153846,159
430,"1,2,11,14,15","bu,building_density,proximity_resto,proximity_transport,dem",0.571786708,0.5,0.538461538,0.4,0.846153846,159
895,"2,4,6,7,17","building_density,glcm_entropy,lst,mndwi,ntl",0.571708937,0.583333333,0.538461538,0.4,0.769230769,159
1346,"2,6,7,10,14","building_density,lst,mndwi,proximity_park,proximity_transport",0.571590909,0.583333333,0.538461538,0.4,0.769230769,159
916,"2,4,6,10,14","building_density,glcm_entropy,lst,proximity_park,proximity_transport",0.571504702,0.583333333,0.538461538,0.4,0.769230769,159
1415,"2,6,9,11,13","building_density,lst,ndvi,proximity_resto,proximity_thirdspace",0.571345321,0.75,0.461538462,0.4,0.692307692,159
1088,"2,4,12,13,16","building_density,glcm_entropy,proximity_road,proximity_thirdspace,land_cover",0.571290323,0.5,0.615384615,0.4,0.769230769,159
1621,"2,8,9,11,15","building_density,ndbi,ndvi,proximity_resto,dem",0.570880911,0.583333333,0.461538462,0.4,0.846153846,159
254,"1,2,6,8,17","bu,building_density,lst,ndbi,ntl",0.570870354,0.75,0.461538462,0.4,0.692307692,159
206,"1,2,5,9,16","bu,building_density,glcm_homogeneity,ndvi,land_cover",0.57076555,0.75,0.615384615,0.3,0.615384615,159
1451,"2,6,10,14,16","building_density,lst,proximity_park,proximity_transport,land_cover",0.570745342,0.583333333,0.538461538,0.4,0.769230769,159
5,"1,2,3,4,9","bu,building_density,glcm_contrast,glcm_entropy,ndvi",0.570432876,0.75,0.538461538,0.3,0.692307692,159
17,"1,2,3,5,9","bu,building_density,glcm_contrast,glcm_homogeneity,ndvi",0.570432876,0.75,0.538461538,0.3,0.692307692,159
95,"1,2,4,5,9","bu,building_density,glcm_entropy,glcm_homogeneity,ndvi",0.570432876,0.75,0.538461538,0.3,0.692307692,159
36,"1,2,3,6,17","bu,building_density,glcm_contrast,lst,ntl",0.570147059,0.583333333,0.538461538,0.4,0.769230769,159
1789,"2,11,12,13,17","building_density,proximity_resto,proximity_road,proximity_thirdspace,ntl",0.570132439,0.333333333,0.615384615,0.4,1,159
1419,"2,6,9,11,17","building_density,lst,ndvi,proximity_resto,ntl",0.57010582,0.416666667,0.538461538,0.5,0.846153846,159
899,"2,4,6,8,12","building_density,glcm_entropy,lst,ndbi,proximity_road",0.570060852,0.5,0.615384615,0.4,0.769230769,159
803,"2,3,12,13,17","building_density,glcm_contrast,proximity_road,proximity_thirdspace,ntl",0.569823597,0.333333333,0.615384615,0.4,1,159
1089,"2,4,12,13,17","building_density,glcm_entropy,proximity_road,proximity_thirdspace,ntl",0.569823597,0.333333333,0.615384615,0.4,1,159
1309,"2,5,12,13,17","building_density,glcm_homogeneity,proximity_road,proximity_thirdspace,ntl",0.569823597,0.333333333,0.615384615,0.4,1,159
1561,"2,7,10,12,13","building_density,mndwi,proximity_park,proximity_road,proximity_thirdspace",0.569694042,0.416666667,0.461538462,0.7,0.692307692,159
114,"1,2,4,6,17","bu,building_density,glcm_entropy,lst,ntl",0.569444444,0.583333333,0.538461538,0.4,0.769230769,159
180,"1,2,5,6,17","bu,building_density,glcm_homogeneity,lst,ntl",0.569444444,0.583333333,0.538461538,0.4,0.769230769,159
421,"1,2,11,12,13","bu,building_density,proximity_resto,proximity_road,proximity_thirdspace",0.568985507,0.583333333,0.692307692,0.3,0.692307692,159
399,"1,2,9,16,17","bu,building_density,ndvi,land_cover,ntl",0.568966862,0.5,0.538461538,0.4,0.846153846,159
1646,"2,8,10,12,14","building_density,ndbi,proximity_park,proximity_road,proximity_transport",0.568609023,0.25,0.692307692,0.6,0.769230769,159
408,"1,2,10,12,15","bu,building_density,proximity_park,proximity_road,dem",0.568333333,0.666666667,0.615384615,0.3,0.692307692,159
280,"1,2,6,12,17","bu,building_density,lst,proximity_road,ntl",0.568247126,0.416666667,0.692307692,0.4,0.769230769,159
134,"1,2,4,9,10","bu,building_density,glcm_entropy,ndvi,proximity_park",0.567687747,0.583333333,0.461538462,0.6,0.615384615,159
161,"1,2,4,13,15","bu,building_density,glcm_entropy,proximity_thirdspace,dem",0.567629753,0.666666667,0.538461538,0.3,0.769230769,159
450,"1,2,13,15,17","bu,building_density,proximity_thirdspace,dem,ntl",0.567619048,0.75,0.615384615,0.2,0.692307692,159
1725,"2,9,11,14,15","building_density,ndvi,proximity_resto,proximity_transport,dem",0.567460317,0.5,0.461538462,0.4,0.923076923,159
184,"1,2,5,7,11","bu,building_density,glcm_homogeneity,mndwi,proximity_resto",0.567424242,0.5,0.538461538,0.4,0.769230769,159
379,"1,2,9,11,12","bu,building_density,ndvi,proximity_resto,proximity_road",0.56712963,0.416666667,0.692307692,0.4,0.769230769,159
281,"1,2,6,13,14","bu,building_density,lst,proximity_thirdspace,proximity_transport",0.566945047,0.583333333,0.461538462,0.4,0.846153846,159
1398,"2,6,8,13,15","building_density,lst,ndbi,proximity_thirdspace,dem",0.566829085,0.583333333,0.461538462,0.4,0.846153846,159
1307,"2,5,12,13,15","building_density,glcm_homogeneity,proximity_road,proximity_thirdspace,dem",0.566761364,0.416666667,0.615384615,0.3,1,159
1809,"2,12,13,15,16","building_density,proximity_road,proximity_thirdspace,dem,land_cover",0.566647116,0.416666667,0.615384615,0.3,1,159
802,"2,3,12,13,16","building_density,glcm_contrast,proximity_road,proximity_thirdspace,land_cover",0.566593353,0.416666667,0.692307692,0.4,0.769230769,159
373,"1,2,9,10,12","bu,building_density,ndvi,proximity_park,proximity_road",0.566510989,0.416666667,0.538461538,0.6,0.692307692,159
1566,"2,7,10,13,14","building_density,mndwi,proximity_park,proximity_thirdspace,proximity_transport",0.566287879,0.583333333,0.538461538,0.6,0.538461538,159
1764,"2,10,11,15,17","building_density,proximity_park,proximity_resto,dem,ntl",0.566278549,0.416666667,0.615384615,0.4,0.846153846,159
476,"2,3,4,6,15","building_density,glcm_contrast,glcm_entropy,lst,dem",0.566137566,0.416666667,0.615384615,0.4,0.846153846,159
698,"2,3,7,15,17","building_density,glcm_contrast,mndwi,dem,ntl",0.566137566,0.5,0.692307692,0.3,0.769230769,159
1488,"2,6,14,15,17","building_density,lst,proximity_transport,dem,ntl",0.566102757,0.416666667,0.692307692,0.4,0.769230769,159
1429,"2,6,9,14,15","building_density,lst,ndvi,proximity_transport,dem",0.565488215,0.416666667,0.615384615,0.4,0.846153846,159
1537,"2,7,9,11,15","building_density,mndwi,ndvi,proximity_resto,dem",0.565356745,0.5,0.461538462,0.5,0.769230769,159
470,"2,3,4,6,9","building_density,glcm_contrast,glcm_entropy,lst,ndvi",0.565311005,0.75,0.461538462,0.3,0.769230769,159
1483,"2,6,13,14,17","building_density,lst,proximity_thirdspace,proximity_transport,ntl",0.564912281,0.416666667,0.615384615,0.4,0.846153846,159
1801,"2,11,13,16,17","building_density,proximity_resto,proximity_thirdspace,land_cover,ntl",0.564625118,0.5,0.615384615,0.3,0.846153846,159
1046,"2,4,9,14,17","building_density,glcm_entropy,ndvi,proximity_transport,ntl",0.56456044,0.416666667,0.615384615,0.4,0.846153846,159
1653,"2,8,10,13,17","building_density,ndbi,proximity_park,proximity_thirdspace,ntl",0.564454615,0.666666667,0.538461538,0.3,0.769230769,159
1776,"2,10,13,14,15","building_density,proximity_park,proximity_thirdspace,proximity_transport,dem",0.564454615,0.583333333,0.615384615,0.3,0.769230769,159
312,"1,2,7,10,15","bu,building_density,mndwi,proximity_park,dem",0.564347826,0.583333333,0.461538462,0.6,0.615384615,159
1343,"2,6,7,10,11","building_density,lst,mndwi,proximity_park,proximity_resto",0.564285714,0.666666667,0.384615385,0.4,0.846153846,159
1704,"2,9,10,12,16","building_density,ndvi,proximity_park,proximity_road,land_cover",0.564102564,0.416666667,0.538461538,0.5,0.769230769,159
77,"1,2,3,12,13","bu,building_density,glcm_contrast,proximity_road,proximity_thirdspace",0.564047619,0.583333333,0.692307692,0.3,0.692307692,159
155,"1,2,4,12,13","bu,building_density,glcm_entropy,proximity_road,proximity_thirdspace",0.564047619,0.583333333,0.692307692,0.3,0.692307692,159
221,"1,2,5,12,13","bu,building_density,glcm_homogeneity,proximity_road,proximity_thirdspace",0.564047619,0.583333333,0.692307692,0.3,0.692307692,159
56,"1,2,3,9,10","bu,building_density,glcm_contrast,ndvi,proximity_park",0.563918167,0.583333333,0.461538462,0.5,0.692307692,159
200,"1,2,5,9,10","bu,building_density,glcm_homogeneity,ndvi,proximity_park",0.563918167,0.583333333,0.461538462,0.5,0.692307692,159
1497,"2,7,8,9,16","building_density,mndwi,ndbi,ndvi,land_cover",0.563918167,0.583333333,0.461538462,0.5,0.692307692,159
1727,"2,9,11,14,17","building_density,ndvi,proximity_resto,proximity_transport,ntl",0.563911089,0.416666667,0.615384615,0.4,0.846153846,159
1060,"2,4,10,12,17","building_density,glcm_entropy,proximity_park,proximity_road,ntl",0.563892785,0.416666667,0.615384615,0.4,0.846153846,159
859,"2,4,5,10,12","building_density,glcm_entropy,glcm_homogeneity,proximity_park,proximity_road",0.563827935,0.416666667,0.692307692,0.4,0.769230769,159
1059,"2,4,10,12,16","building_density,glcm_entropy,proximity_park,proximity_road,land_cover",0.563827935,0.416666667,0.692307692,0.4,0.769230769,159
1279,"2,5,10,12,16","building_density,glcm_homogeneity,proximity_park,proximity_road,land_cover",0.563827935,0.416666667,0.692307692,0.4,0.769230769,159
537,"2,3,5,6,10","building_density,glcm_contrast,glcm_homogeneity,lst,proximity_park",0.563756583,0.75,0.538461538,0.3,0.692307692,159
700,"2,3,8,9,10","building_density,glcm_contrast,ndbi,ndvi,proximity_park",0.563600911,0.583333333,0.461538462,0.5,0.692307692,159
471,"2,3,4,6,10","building_density,glcm_contrast,glcm_entropy,lst,proximity_park",0.56348613,0.75,0.538461538,0.3,0.692307692,159
1712,"2,9,10,14,17","building_density,ndvi,proximity_park,proximity_transport,ntl",0.563476241,0.333333333,0.615384615,0.5,0.846153846,159
1242,"2,5,9,10,11","building_density,glcm_homogeneity,ndvi,proximity_park,proximity_resto",0.563257576,0.5,0.538461538,0.5,0.692307692,159
923,"2,4,6,11,15","building_density,glcm_entropy,lst,proximity_resto,dem",0.563241758,0.5,0.461538462,0.6,0.692307692,159
359,"1,2,8,12,15","bu,building_density,ndbi,proximity_road,dem",0.563185737,0.666666667,0.538461538,0.3,0.769230769,159
527,"2,3,4,13,17","building_density,glcm_contrast,glcm_entropy,proximity_thirdspace,ntl",0.562992776,0.5,0.615384615,0.3,0.846153846,159
593,"2,3,5,13,17","building_density,glcm_contrast,glcm_homogeneity,proximity_thirdspace,ntl",0.562992776,0.5,0.615384615,0.3,0.846153846,159
256,"1,2,6,9,11","bu,building_density,lst,ndvi,proximity_resto",0.562934783,0.5,0.461538462,0.6,0.692307692,159
1793,"2,11,12,15,16","building_density,proximity_resto,proximity_road,dem,land_cover",0.562575758,0.333333333,0.692307692,0.4,0.846153846,159
1705,"2,9,10,12,17","building_density,ndvi,proximity_park,proximity_road,ntl",0.562101449,0.333333333,0.538461538,0.6,0.769230769,159
1689,"2,8,13,15,17","building_density,ndbi,proximity_thirdspace,dem,ntl",0.561904762,0.666666667,0.615384615,0.2,0.769230769,159
1227,"2,5,8,12,13","building_density,glcm_homogeneity,ndbi,proximity_road,proximity_thirdspace",0.561706989,0.583333333,0.615384615,0.3,0.769230769,159
1353,"2,6,7,11,15","building_density,lst,mndwi,proximity_resto,dem",0.561363636,0.5,0.461538462,0.5,0.769230769,159
1728,"2,9,11,15,16","building_density,ndvi,proximity_resto,dem,land_cover",0.561076605,0.583333333,0.384615385,0.5,0.769230769,159
329,"1,2,7,13,17","bu,building_density,mndwi,proximity_thirdspace,ntl",0.561043124,0.666666667,0.461538462,0.5,0.615384615,159
1022,"2,4,9,10,11","building_density,glcm_entropy,ndvi,proximity_park,proximity_resto",0.560863484,0.5,0.538461538,0.5,0.692307692,159
787,"2,3,11,12,15","building_density,glcm_contrast,proximity_resto,proximity_road,dem",0.560564263,0.333333333,0.692307692,0.4,0.846153846,159
1595,"2,7,12,14,15","building_density,mndwi,proximity_road,proximity_transport,dem",0.560414585,0.333333333,0.692307692,0.4,0.846153846,159
738,"2,3,9,10,13","building_density,glcm_contrast,ndvi,proximity_park,proximity_thirdspace",0.560212634,0.583333333,0.538461538,0.4,0.692307692,159
1024,"2,4,9,10,13","building_density,glcm_entropy,ndvi,proximity_park,proximity_thirdspace",0.560212634,0.583333333,0.538461538,0.4,0.692307692,159
1244,"2,5,9,10,13","building_density,glcm_homogeneity,ndvi,proximity_park,proximity_thirdspace",0.560212634,0.583333333,0.538461538,0.4,0.692307692,159
614,"2,3,6,8,13","building_density,glcm_contrast,lst,ndbi,proximity_thirdspace",0.559934319,0.75,0.461538462,0.3,0.769230769,159
900,"2,4,6,8,13","building_density,glcm_entropy,lst,ndbi,proximity_thirdspace",0.559934319,0.75,0.461538462,0.3,0.769230769,159
1120,"2,5,6,8,13","building_density,glcm_homogeneity,lst,ndbi,proximity_thirdspace",0.559934319,0.75,0.461538462,0.3,0.769230769,159
951,"2,4,7,9,11","building_density,glcm_entropy,mndwi,ndvi,proximity_resto",0.559673913,0.416666667,0.538461538,0.4,0.846153846,159
646,"2,3,6,13,15","building_density,glcm_contrast,lst,proximity_thirdspace,dem",0.559619816,0.416666667,0.538461538,0.4,0.923076923,159
1181,"2,5,7,10,14","building_density,glcm_homogeneity,mndwi,proximity_park,proximity_transport",0.55956044,0.5,0.615384615,0.5,0.615384615,159
655,"2,3,7,8,9","building_density,glcm_contrast,mndwi,ndbi,ndvi",0.559256086,0.666666667,0.461538462,0.4,0.692307692,159
1161,"2,5,7,8,9","building_density,glcm_homogeneity,mndwi,ndbi,ndvi",0.559256086,0.666666667,0.461538462,0.4,0.692307692,159
321,"1,2,7,12,13","bu,building_density,mndwi,proximity_road,proximity_thirdspace",0.559225195,0.5,0.538461538,0.5,0.692307692,159
1751,"2,10,11,12,13","building_density,proximity_park,proximity_resto,proximity_road,proximity_thirdspace",0.559157921,0.333333333,0.692307692,0.5,0.692307692,159
1779,"2,10,13,15,16","building_density,proximity_park,proximity_thirdspace,dem,land_cover",0.559112031,0.583333333,0.461538462,0.5,0.692307692,159
265,"1,2,6,10,13","bu,building_density,lst,proximity_park,proximity_thirdspace",0.559090909,0.75,0.461538462,0.5,0.538461538,159
808,"2,3,12,15,17","building_density,glcm_contrast,proximity_road,dem,ntl",0.559033613,0.333333333,0.692307692,0.3,1,159
1813,"2,12,14,15,17","building_density,proximity_road,proximity_transport,dem,ntl",0.559033613,0.333333333,0.692307692,0.3,1,159
814,"2,3,13,15,17","building_density,glcm_contrast,proximity_thirdspace,dem,ntl",0.558983998,0.5,0.615384615,0.3,0.846153846,159
1377,"2,6,8,9,16","building_density,lst,ndbi,ndvi,land_cover",0.558885961,0.666666667,0.461538462,0.5,0.615384615,159
1335,"2,6,7,9,10","building_density,lst,mndwi,ndvi,proximity_park",0.558861173,0.833333333,0.307692308,0.4,0.769230769,159
446,"1,2,13,14,15","bu,building_density,proximity_thirdspace,proximity_transport,dem",0.558495752,0.666666667,0.538461538,0.2,0.846153846,159
137,"1,2,4,9,13","bu,building_density,glcm_entropy,ndvi,proximity_thirdspace",0.558201058,0.583333333,0.538461538,0.4,0.692307692,159
392,"1,2,9,13,16","bu,building_density,ndvi,proximity_thirdspace,land_cover",0.558201058,0.583333333,0.538461538,0.4,0.692307692,159
1162,"2,5,7,8,10","building_density,glcm_homogeneity,mndwi,ndbi,proximity_park",0.558117808,0.583333333,0.461538462,0.5,0.692307692,159
684,"2,3,7,11,17","building_density,glcm_contrast,mndwi,proximity_resto,ntl",0.557947487,0.5,0.615384615,0.4,0.692307692,159
675,"2,3,7,10,14","building_density,glcm_contrast,mndwi,proximity_park,proximity_transport",0.557893773,0.5,0.615384615,0.5,0.615384615,159
1314,"2,5,12,15,17","building_density,glcm_homogeneity,proximity_road,dem,ntl",0.557843137,0.333333333,0.692307692,0.3,1,159
1360,"2,6,7,12,17","building_density,lst,mndwi,proximity_road,ntl",0.557837809,0.416666667,0.538461538,0.5,0.769230769,159
1480,"2,6,12,16,17","building_density,lst,proximity_road,land_cover,ntl",0.557837809,0.416666667,0.538461538,0.5,0.769230769,159
372,"1,2,9,10,11","bu,building_density,ndvi,proximity_park,proximity_resto",0.557710697,0.75,0.384615385,0.5,0.615384615,159
1518,"2,7,8,13,15","building_density,mndwi,ndbi,proximity_thirdspace,dem",0.557698389,0.583333333,0.538461538,0.4,0.692307692,159
792,"2,3,11,13,16","building_density,glcm_contrast,proximity_resto,proximity_thirdspace,land_cover",0.557570574,0.583333333,0.615384615,0.4,0.615384615,159
274,"1,2,6,11,16","bu,building_density,lst,proximity_resto,land_cover",0.5575,0.583333333,0.461538462,0.5,0.692307692,159
1775,"2,10,12,16,17","building_density,proximity_park,proximity_road,land_cover,ntl",0.557255245,0.333333333,0.615384615,0.4,0.923076923,159
656,"2,3,7,8,10","building_density,glcm_contrast,mndwi,ndbi,proximity_park",0.557174709,0.583333333,0.461538462,0.5,0.692307692,159
665,"2,3,7,9,11","building_density,glcm_contrast,mndwi,ndvi,proximity_resto",0.556956522,0.416666667,0.538461538,0.4,0.846153846,159
1171,"2,5,7,9,11","building_density,glcm_homogeneity,mndwi,ndvi,proximity_resto",0.556956522,0.416666667,0.538461538,0.4,0.846153846,159
378,"1,2,9,10,17","bu,building_density,ndvi,proximity_park,ntl",0.5569474,0.416666667,0.538461538,0.5,0.769230769,159
214,"1,2,5,10,17","bu,building_density,glcm_homogeneity,proximity_park,ntl",0.556742424,0.583333333,0.538461538,0.4,0.692307692,159
971,"2,4,7,12,13","building_density,glcm_entropy,mndwi,proximity_road,proximity_thirdspace",0.556126846,0.416666667,0.538461538,0.5,0.769230769,159
1191,"2,5,7,12,13","building_density,glcm_homogeneity,mndwi,proximity_road,proximity_thirdspace",0.556126846,0.416666667,0.538461538,0.5,0.769230769,159
1603,"2,7,13,14,17","building_density,mndwi,proximity_thirdspace,proximity_transport,ntl",0.556117859,0.333333333,0.692307692,0.4,0.846153846,159
649,"2,3,6,14,15","building_density,glcm_contrast,lst,proximity_transport,dem",0.555759436,0.333333333,0.692307692,0.4,0.846153846,159
1538,"2,7,9,11,16","building_density,mndwi,ndvi,proximity_resto,land_cover",0.555652174,0.416666667,0.538461538,0.4,0.846153846,159
1051,"2,4,10,11,13","building_density,glcm_entropy,proximity_park,proximity_resto,proximity_thirdspace",0.555581184,0.5,0.615384615,0.4,0.692307692,159
72,"1,2,3,11,13","bu,building_density,glcm_contrast,proximity_resto,proximity_thirdspace",0.555555556,0.75,0.615384615,0.2,0.692307692,159
150,"1,2,4,11,13","bu,building_density,glcm_entropy,proximity_resto,proximity_thirdspace",0.555555556,0.75,0.615384615,0.2,0.692307692,159
1530,"2,7,9,10,14","building_density,mndwi,ndvi,proximity_park,proximity_transport",0.55553233,0.416666667,0.538461538,0.5,0.769230769,159
629,"2,3,6,10,13","building_density,glcm_contrast,lst,proximity_park,proximity_thirdspace",0.555514775,0.75,0.461538462,0.4,0.615384615,159
915,"2,4,6,10,13","building_density,glcm_entropy,lst,proximity_park,proximity_thirdspace",0.555514775,0.75,0.461538462,0.4,0.615384615,159
1135,"2,5,6,10,13","building_density,glcm_homogeneity,lst,proximity_park,proximity_thirdspace",0.555514775,0.75,0.461538462,0.4,0.615384615,159
1448,"2,6,10,13,16","building_density,lst,proximity_park,proximity_thirdspace,land_cover",0.555514775,0.75,0.461538462,0.4,0.615384615,159
643,"2,3,6,12,16","building_density,glcm_contrast,lst,proximity_road,land_cover",0.555216165,0.333333333,0.538461538,0.6,0.769230769,159
929,"2,4,6,12,16","building_density,glcm_entropy,lst,proximity_road,land_cover",0.555216165,0.333333333,0.538461538,0.6,0.769230769,159
1434,"2,6,9,16,17","building_density,lst,ndvi,land_cover,ntl",0.555185185,0.416666667,0.461538462,0.6,0.769230769,159
249,"1,2,6,8,12","bu,building_density,lst,ndbi,proximity_road",0.555147059,0.583333333,0.538461538,0.4,0.692307692,159
1281,"2,5,10,13,14","building_density,glcm_homogeneity,proximity_park,proximity_thirdspace,proximity_transport",0.554697982,0.583333333,0.538461538,0.4,0.692307692,159
791,"2,3,11,13,15","building_density,glcm_contrast,proximity_resto,proximity_thirdspace,dem",0.554523063,0.416666667,0.615384615,0.5,0.692307692,159
1077,"2,4,11,13,15","building_density,glcm_entropy,proximity_resto,proximity_thirdspace,dem",0.554523063,0.416666667,0.615384615,0.5,0.692307692,159
1297,"2,5,11,13,15","building_density,glcm_homogeneity,proximity_resto,proximity_thirdspace,dem",0.554523063,0.416666667,0.615384615,0.5,0.692307692,159
1799,"2,11,13,15,16","building_density,proximity_resto,proximity_thirdspace,dem,land_cover",0.554523063,0.416666667,0.615384615,0.5,0.692307692,159
271,"1,2,6,11,13","bu,building_density,lst,proximity_resto,proximity_thirdspace",0.554409938,0.75,0.384615385,0.5,0.615384615,159
1503,"2,7,8,10,15","building_density,mndwi,ndbi,proximity_park,dem",0.554338677,0.583333333,0.461538462,0.4,0.769230769,159
1614,"2,8,9,10,14","building_density,ndbi,ndvi,proximity_park,proximity_transport",0.554256331,0.5,0.461538462,0.5,0.769230769,159
473,"2,3,4,6,12","building_density,glcm_contrast,glcm_entropy,lst,proximity_road",0.554144737,0.333333333,0.538461538,0.6,0.769230769,159
415,"1,2,10,14,15","bu,building_density,proximity_park,proximity_transport,dem",0.554050117,0.583333333,0.461538462,0.4,0.769230769,159
540,"2,3,5,6,13","building_density,glcm_contrast,glcm_homogeneity,lst,proximity_thirdspace",0.553959627,0.583333333,0.538461538,0.4,0.692307692,159
933,"2,4,6,13,16","building_density,glcm_entropy,lst,proximity_thirdspace,land_cover",0.553959627,0.583333333,0.538461538,0.4,0.692307692,159
1153,"2,5,6,13,16","building_density,glcm_homogeneity,lst,proximity_thirdspace,land_cover",0.553959627,0.583333333,0.538461538,0.4,0.692307692,159
1096,"2,4,13,14,15","building_density,glcm_entropy,proximity_thirdspace,proximity_transport,dem",0.55394958,0.416666667,0.692307692,0.3,0.846153846,159
884,"2,4,5,15,17","building_density,glcm_entropy,glcm_homogeneity,dem,ntl",0.553947368,0.416666667,0.692307692,0.3,0.846153846,159
1392,"2,6,8,12,13","building_density,lst,ndbi,proximity_road,proximity_thirdspace",0.55374596,0.5,0.615384615,0.4,0.692307692,159
124,"1,2,4,7,17","bu,building_density,glcm_entropy,mndwi,ntl",0.553651566,0.583333333,0.461538462,0.4,0.769230769,159
29,"1,2,3,6,10","bu,building_density,glcm_contrast,lst,proximity_park",0.553628975,0.666666667,0.461538462,0.4,0.692307692,159
107,"1,2,4,6,10","bu,building_density,glcm_entropy,lst,proximity_park",0.553628975,0.666666667,0.461538462,0.4,0.692307692,159
173,"1,2,5,6,10","bu,building_density,glcm_homogeneity,lst,proximity_park",0.553628975,0.666666667,0.461538462,0.4,0.692307692,159
1371,"2,6,8,9,10","building_density,lst,ndbi,ndvi,proximity_park",0.553525641,0.583333333,0.538461538,0.4,0.692307692,159
1026,"2,4,9,10,15","building_density,glcm_entropy,ndvi,proximity_park,dem",0.553509317,0.666666667,0.538461538,0.3,0.692307692,159
140,"1,2,4,9,16","bu,building_density,glcm_entropy,ndvi,land_cover",0.553165243,0.75,0.538461538,0.3,0.615384615,159
644,"2,3,6,12,17","building_density,glcm_contrast,lst,proximity_road,ntl",0.553104391,0.333333333,0.615384615,0.5,0.769230769,159
930,"2,4,6,12,17","building_density,glcm_entropy,lst,proximity_road,ntl",0.553104391,0.333333333,0.615384615,0.5,0.769230769,159
1150,"2,5,6,12,17","building_density,glcm_homogeneity,lst,proximity_road,ntl",0.553104391,0.333333333,0.615384615,0.5,0.769230769,159
277,"1,2,6,12,14","bu,building_density,lst,proximity_road,proximity_transport",0.553045921,0.25,0.692307692,0.5,0.846153846,159
238,"1,2,6,7,10","bu,building_density,lst,mndwi,proximity_park",0.553030303,0.75,0.307692308,0.6,0.615384615,159
647,"2,3,6,13,16","building_density,glcm_contrast,lst,proximity_thirdspace,land_cover",0.552888199,0.583333333,0.538461538,0.4,0.692307692,159
1453,"2,6,10,15,16","building_density,lst,proximity_park,dem,land_cover",0.552826803,0.666666667,0.461538462,0.4,0.692307692,159
1481,"2,6,13,14,15","building_density,lst,proximity_thirdspace,proximity_transport,dem",0.5527746,0.416666667,0.538461538,0.5,0.769230769,159
316,"1,2,7,11,13","bu,building_density,mndwi,proximity_resto,proximity_thirdspace",0.552670807,0.75,0.384615385,0.4,0.692307692,159
1636,"2,8,9,15,16","building_density,ndbi,ndvi,dem,land_cover",0.552629124,0.75,0.384615385,0.4,0.692307692,159
